poema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Llegó con tres heridas,":
","la del amor,
la de ",la muerte,",
la de ",la ,"vida.
Con tres heridas viene",":
","la de la vida,
la del amor",",
la de la muerte.
Con tres heridas yo",":
",la de la vida,",
la de la muerte",",
la del amor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,
cancion_CalixtoSánchez_838,Todas ,,,la ,"primaveras
 tiene Sevilla",",
 ","una nueva tonada
 por seguiriyas",",
 ","por seguiriyas.
 Torerillo en Triana
 frente a Sevilla,
 cantando a tu sultana",,,",
 ",tu seguiriya,",
 ",tu seguiriya,",
 ",tu seguiriya,".
 ","Déjame que me vaya,
 madre, a ",,la ,"guerra.
 Déjame",", ",blanca hermana,",
 ",novia morena,",
 ",novia morena,".
 ","Y después que me vaya
 junto a las balas",,,,,",
 ",mándame a ,la ,"trinchera
 besos y cartas",,,",
 ",besos y cartas,",
 ",besos y cartas,".
 ",Llegó con tres heridas,",
 ","la del amor,
 la de ",muerta,",
 la de ",,"vida.
 Con tres heridas viene",",
 ","la de la vida,
 la del amor",",
 la de la muerte.
 Con tres heridas yo",",
 ",la de la vida,",
 la de la muerte",",
 la del amor",".
 ","Me puse en el huerto,
 ",de ,"Benaoján
 los carabineros",",
 ",me veían de lejos,".
 ",Se iban p’atrás,".
 ",Salta de ,la ,"cama,
 Lucero ",del ,"alba.
 Salta ",de ,la ,cama,",
 ",Lucero ,del ,"alba.
 Que cuando ",tu ,sales,",
 ",mi amante ,se ,"embarca.
 ",Y ,"viento sudoeste.
 Salta pronto ya",",
 ",que ,la ,"vela blanca,
 ",de ,"mi marinero,
 lo traiga p’atrás",".
 ",Que ,la ,"vela blanca,
 ",de ,mi marinero,",
 ",lo traiga p’atrás,".
 ",Que ,la ,"vela blanca,
 de mi marinero",,",
 ",lo traiga p’atrás,,,".
 (Transcripción propia ",a ,partir ,,del audio ,y ,los poemas originales ,,,de ,"Miguel
                    Hernández",; ,la ,puntuación y ortografía son estimadas,)
cancion_CarmenLinares_830,Llegó ,con ,"tres heridas:
 ",la ,del amor,",
 ",la de la muerte,",
 ","la de la vida.
 Con tres heridas viene",":
 ",la de la vida,",
 ",la del amor,",
 ",la de la muerte,,,".
 ",Con tres heridas yo,":
 ",la ,de la vida,",
 ",la de la muerte,,,",
 ",la del amor,".
 ",Con tres heridas yo,":
 ",la de ,la ,vida,",
 ",,la ,de ,la ,muerte,,,",
 ",la del amor,".
 ",Llegó con tres heridas,":
 ","la del amor,
 la de ",la muerte,",
 la de ",la ,"vida.
 Con tres heridas viene",":
 ","la de la vida,
 la del amor",",
 la de la muerte.
 Con tres heridas yo",":
 ",la de la vida,",
 la de la muerte",",
 la del amor",,,,,,,".
 ","Con tres heridas yo:
 ",,,la ,,,,de ,la ,vida,,,,,,,,,,,,,",
 ",,la ,,de ,,,,la ,muerte,,,",
 ",,,,la ,del amor,,,,,,".
 (Transcripción propia ",a ,partir ,,del audio ,y ,el poema original ,,,de ,"Miguel
                    Hernández",; ,la ,puntuación y ortografía son estimadas,)
cancion_CantaUPopuluCorsu_456,No ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,se ,ha podido ,tener acceso ,,,,,,,,,,,,,,,,,,,,,,,,,,a ,,,,,,,,,,,la ,letra,.
cancion_Lostrovadoressudamericanos_458,Llegó ,con ,"tres heridas:
 ",la ,del amor,",
 ",la de la muerte,",
 ","la de la vida.
 Con tres heridas viene",":
 ",la de la vida,",
 ",la del amor,,,,,,,,,,",
 ",la de la muerte,,,,,".
 ",Con tres heridas yo,":
 ",la de ,la ,vida,",
 ",,la ,de ,la ,muerte,,,",
 ",la del amor,".
 ",Llegó con tres heridas,":
 ","la del amor,
 la de ",la muerte,",
 la de ",la ,"vida.
 Con tres heridas viene",":
 ","la de la vida,
 la del amor",",
 la de la muerte.
 Con tres heridas yo",":
 ",la de la vida,",
 la de la muerte",",
 la del amor",".
 (Transcripción propia a partir ",,,,,,,,,,,,del ,poema y ,,,,,,del ,audio ,,,,,,,,,,,,,,,,,,,de ,,,,,,la ,canción,,", ",,,,,a ,falta ,,,,,,,"de
                    ",fuente escrita,; ,la ,puntuación y ortografía son estimadas,).
cancion_ErramunMartikorena_454,Hiru zaurituta iritsi zen,,,,,,,,,":
 ",maitasunarena,,,", ",heriotzarena,", ",bizitzarena,". 
 ",Hiru zaurirekin dator,":
 ",bizitzarena,,,,", ",maitasunarena,", ",heriotzarena,". 
 ",Hiru zaurirekin I,":
 ",bizitzarena,,,,,,,,,", ",heriotzarena,", ",maitasunarena,".
 ",Llegó con tres heridas,":
 ","la del amor,
 la de ",la muerte,",
 la de ",la ,"vida.
 Con tres heridas viene",":
 ","la de la vida,
 la del amor",",
 la de la muerte.
 Con tres heridas yo",":
 ",la de la vida,",
 la de la muerte",",
 la del amor",".
 (Transcripción propia a partir ",,,,,,,,,,,,del ,poema y ,,,,,,del ,audio ,,,,,,,,,,,,,,,,,,,de ,,,,,,la ,canción,,", ",,,,,a ,falta ,,,,,,,"de
                    ",fuente escrita,; ,la ,puntuación y ortografía son estimadas,).
cancion_EliseoParra_453,Llegó ,con ,"tres heridas:
 ",la ,del amor,",
 ",la de la muerte,",
 ","la de la vida.
 Con tres heridas viene",":
 ",la de la vida,",
 ",la del amor,,,,,,,,,,",
 ",la de la muerte,,,,,".
 ",Con tres heridas yo,":
 ",la de ,la ,vida,",
 ",,la ,de ,la ,muerte,,,",
 ",la del amor,".
 ",Llegó con tres heridas,":
 ","la del amor,
 la de ",la muerte,",
 la de ",la ,"vida.
 Con tres heridas viene",":
 ","la de la vida,
 la del amor",",
 la de la muerte.
 Con tres heridas yo",":
 ",la de la vida,",
 la de la muerte",",
 la del amor",".
 (Transcripción propia a partir ",,,,,,,,,,,,del ,poema y ,,,,,,del ,audio ,,,,,,,,,,,,,,,,,,,de ,,,,,,la ,canción,,", ",,,,,a ,falta ,,,,,,,"de
                    ",fuente escrita,; ,la ,puntuación y ortografía son estimadas,).
cancion_BurritoPanza_444,Llegó ,con ,"tres heridas:
 ",la ,del amor,",
 ",la de la muerte,",
 ","la de la vida.
 Con tres heridas viene",":
 ",la de la vida,",
 ",la del amor,,,,,,,,,,",
 ",la de la muerte,,,,,".
 ",Con tres heridas yo,":
 ",la de ,la ,vida,",
 ",,la ,de ,la ,muerte,,,",
 ",la del amor,".
 ",Llegó con tres heridas,":
 ","la del amor,
 la de ",la muerte,",
 la de ",la ,"vida.
 Con tres heridas viene",":
 ","la de la vida,
 la del amor",",
 la de la muerte.
 Con tres heridas yo",":
 ",la de la vida,",
 la de la muerte",",
 la del amor",".
 (Transcripción propia a partir ",,,,,,,,,,,,del ,poema y ,,,,,,del ,audio ,,,,,,,,,,,,,,,,,,,de ,,,,,,la ,canción,,", ",,,,,a ,falta ,,,,,,,"de
                    ",fuente escrita,; ,la ,puntuación y ortografía son estimadas,).
cancion_AlikiKayaloglou_459,Llegó ,con ,"tres heridas:
 ",la ,del amor,",
 ",la de la muerte,",
 ","la de la vida.
 Con tres heridas viene",":
 ",la de la vida,",
 ",la del amor,,,,,,,,,,",
 ",la de la muerte,,,,,".
 ",Con tres heridas yo,":
 ",la de ,la ,vida,",
 ",,la ,de ,la ,muerte,,,",
 ",la del amor,".
 ",Llegó con tres heridas,":
 ","la del amor,
 la de ",la muerte,",
 la de ",la ,"vida.
 Con tres heridas viene",":
 ","la de la vida,
 la del amor",",
 la de la muerte.
 Con tres heridas yo",":
 ",la de la vida,",
 la de la muerte",",
 la del amor",".
 (Transcripción propia a partir ",,,,,,,,,,,,del ,poema y ,,,,,,del ,audio ,,,,,,,,,,,,,,,,,,,de ,,,,,,la ,canción,,", ",,,,,a ,falta ,,,,,,,"de
                    ",fuente escrita,; ,la ,puntuación y ortografía son estimadas,).
